tweets,sentiments,clean_tweet_wordlist,clean_tweet_sentence
"@daniel_o_16 yes, that was hilarious :)",1.0,"['ye', 'hilari', ':)']",ye hilari :)
@asapofficial kath :),1.0,"['kath', ':)']",kath :)
@serhatahmet you are very welcome. i hope you have a lovely day also :) kia@vauk,1.0,"['welcom', 'hope', 'love', 'day', 'also', ':)', 'kia', '@vauk']",welcom hope love day also :) kia @vauk
start your day with some tango :-) https://t.co/q352ntlbxh,1.0,"['start', 'day', 'tango', ':-)']",start day tango :-)
#tracerequest with my homie dassy! fwm! :d,1.0,"['tracerequest', 'homi', 'dassi', 'fwm', ':d']",tracerequest homi dassi fwm :d
with them :),1.0,[':)'],:)
@fudgemccann i won't :),1.0,[':)'],:)
"@liansuryanii selamat sore,like model :)",1.0,"['selamat', 'sore', 'like', 'model', ':)']",selamat sore like model :)
@nicholin90 sorry about this nichola! glad its back working now :) always here if you need us. mka,1.0,"['sorri', 'nichola', 'glad', 'back', 'work', ':)', 'alway', 'need', 'us', 'mka']",sorri nichola glad back work :) alway need us mka
found someone i met long ago in malta to come to @tomorrowland with me with the extra ticket i had :) #gto #tomorrowland #incall,1.0,"['found', 'someon', 'met', 'long', 'ago', 'malta', 'come', 'extra', 'ticket', ':)', 'gto', 'tomorrowland', 'incal']",found someon met long ago malta come extra ticket :) gto tomorrowland incal
"""@justinbieber: :)""why baby?😘😘😘",1.0,"[':)', 'babi', '😘', '😘', '😘']",:) babi 😘 😘 😘
"@knhillrocks ha yes, make it quick tho :d",1.0,"['ha', 'ye', 'make', 'quick', 'tho', ':d']",ha ye make quick tho :d
"shobs incomplete :))
#friends #barkada #buddy https://t.co/xcrr0ortvo",1.0,"['shob', 'incomplet', ':)', 'friend', 'barkada', 'buddi']",shob incomplet :) friend barkada buddi
@inkymole thanks for being with us for so long :),1.0,"['thank', 'us', 'long', ':)']",thank us long :)
@spazzytsukihara i was :p,1.0,[':p'],:p
@ashtonboyf hey i hope u have / are having a good day :),1.0,"['hey', 'hope', 'u', 'good', 'day', ':)']",hey hope u good day :)
@paupapaupau follow @jnlazts &amp; http://t.co/rcvcyyo0iq follow u back :),1.0,['follow'],follow
what a great day to be at silverstone today! @silverclassic beautiful classic cars - and bonus! we are there too! :d https://t.co/vwpujj39qx,1.0,"['great', 'day', 'silverston', 'today', 'beauti', 'classic', 'car', 'bonu', ':d']",great day silverston today beauti classic car bonu :d
@yayobruh im streaming now dude i pull about 300 views all the time :),1.0,"['im', 'stream', 'dude', 'pull', '300', 'view', 'time', ':)']",im stream dude pull 300 view time :)
mum asked me if i wanted to go to the bookstore? not sure if she knows me at all :) i'm off book shopping,1.0,"['mum', 'ask', 'want', 'go', 'bookstor', 'sure', 'know', ':)', ""i'm"", 'book', 'shop']",mum ask want go bookstor sure know :) i'm book shop
@irlyanavl mind to follow back? :),1.0,"['mind', 'follow', 'back', ':)']",mind follow back :)
i feel like i haven't been keeping up with my friends lately like i should be smh. ganna text them to see if they're all doing good :-),1.0,"['feel', 'like', 'keep', 'friend', 'late', 'like', 'smh', 'ganna', 'text', 'see', ""they'r"", 'good', ':-)']",feel like keep friend late like smh ganna text see they'r good :-)
@fromislet @_tmazur yep - i would vote for her if i could ;-)) just imagine hillary clinton as first female us president :-)),1.0,"['yep', 'would', 'vote', 'could', ';-)', 'imagin', 'hillari', 'clinton', 'first', 'femal', 'us', 'presid', ':-)']",yep would vote could ;-) imagin hillari clinton first femal us presid :-)
@parsnip45 thanks :),1.0,"['thank', ':)']",thank :)
@memorablezayn fback? :),1.0,"['fback', ':)']",fback :)
every time i visit a court i notice something funny and slice of life-so many stories hidden there untapped :),1.0,"['everi', 'time', 'visit', 'court', 'notic', 'someth', 'funni', 'slice', 'life-so', 'mani', 'stori', 'hidden', 'untap', ':)']",everi time visit court notic someth funni slice life-so mani stori hidden untap :)
"""@zaynmalik just had a dinner with my love @real_liam_payne love you babe ! :) x""",1.0,"['dinner', 'love', 'love', 'babe', ':)', 'x']",dinner love love babe :) x
@thisonenerd thank you! :d,1.0,"['thank', ':d']",thank :d
@youmustbeborn thank you i really appreciate you taking the time to watch the video :),1.0,"['thank', 'realli', 'appreci', 'take', 'time', 'watch', 'video', ':)']",thank realli appreci take time watch video :)
lmaoo me and my mca team gettin hella money dm me now if u wana make fast bandz asap!!!!:) http://t.co/jjk9zdfbyc,1.0,"['lmaoo', 'mca', 'team', 'gettin', 'hella', 'money', 'dm', 'u', 'wana', 'make', 'fast', 'bandz', 'asap', ':)']",lmaoo mca team gettin hella money dm u wana make fast bandz asap :)
@debbyryan_06 thank you so much :) #ff to you too,1.0,"['thank', 'much', ':)', 'ff']",thank much :) ff
@sambirdracing hell yes!! will be at donington park on 24/25 hoping to see you and the team again! season 2 is ours :d @virginracingfe,1.0,"['hell', 'ye', 'donington', 'park', '24/25', 'hope', 'see', 'team', 'season', '2', ':d']",hell ye donington park 24/25 hope see team season 2 :d
@liamsmurs @ollyofficial thank you very very much it means everything even if i know he will never follow me back :),1.0,"['thank', 'much', 'mean', 'everyth', 'even', 'know', 'never', 'follow', 'back', ':)']",thank much mean everyth even know never follow back :)
@daissytolentino yea he drives people :),1.0,"['yea', 'drive', 'peopl', ':)']",yea drive peopl :)
"hi bam ! @barsandmelody 
can you follow my bestfriend @969horan696 ? 
she loves you a lot :) 
see you in warsaw &lt;3 
love you &lt;3 x30",1.0,"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', '<3', 'love', '<3', 'x30']",hi bam follow bestfriend love lot :) see warsaw <3 love <3 x30
merci bien! happy friday mon amie :) https://t.co/7p76ojswbv,1.0,"['merci', 'bien', 'happi', 'friday', 'mon', 'ami', ':)']",merci bien happi friday mon ami :)
home from vacation!:),1.0,"['home', 'vacat', ':)']",home vacat :)
i'm a fan account for pitbull :),1.0,"[""i'm"", 'fan', 'account', 'pitbul', ':)']",i'm fan account pitbul :)
"hi @stefaniescott i hope you're having a great time full of happiness :)
i love you ...777x",1.0,"['hi', 'hope', 'great', 'time', 'full', 'happi', ':)', 'love', '...', '777x']",hi hope great time full happi :) love ... 777x
@pauarmst @tranceattack classic man good start to a fri :),1.0,"['classic', 'man', 'good', 'start', 'fri', ':)']",classic man good start fri :)
@siwon407 annyeong oppa ^_^ i'm indonesian elf .. i'm so happy if u follback me :) please be my first follower :-d,1.0,"['annyeong', 'oppa', ""i'm"", 'indonesian', 'elf', '..', ""i'm"", 'happi', 'u', 'follback', ':)', 'pleas', 'first', 'follow', ':-d']",annyeong oppa i'm indonesian elf .. i'm happi u follback :) pleas first follow :-d
@unborngirl i promise...  :p,1.0,"['promis', '...', ':p']",promis ... :p
@jakface_mcgee thank you! :d :d,1.0,"['thank', ':d', ':d']",thank :d :d
@narrhallamarsch good flight! :),1.0,"['good', 'flight', ':)']",good flight :)
my bf is mean :),1.0,"['bf', 'mean', ':)']",bf mean :)
my snapchat - jennyjean22 #snapchat #kikmeboys #model #french #kikchat #sabadodeganarseguidores #sexysasunday :) http://t.co/4zfuqqalsw,1.0,"['snapchat', 'jennyjean', '22', 'snapchat', 'kikmeboy', 'model', 'french', 'kikchat', 'sabadodeganarseguidor', 'sexysasunday', ':)']",snapchat jennyjean 22 snapchat kikmeboy model french kikchat sabadodeganarseguidor sexysasunday :)
@__giveawaydms_ it's actually 1 am here hehe :) where do you live? it's strange to imagine...,1.0,"['actual', '1', 'hehe', ':)', 'live', 'strang', 'imagin', '...']",actual 1 hehe :) live strang imagin ...
"@letsvillas hi, greetings from marseille :). have a nice day !",1.0,"['hi', 'greet', 'marseil', ':)', 'nice', 'day']",hi greet marseil :) nice day
yummy! :) @jarpad @jensenackles ^_^ https://t.co/4zlpadyfzl,1.0,"['yummi', ':)']",yummi :)
@jerirecuenco you need help ganda? :),1.0,"['need', 'help', 'ganda', ':)']",need help ganda :)
10 loners this side please :),1.0,"['10', 'loner', 'side', 'pleas', ':)']",10 loner side pleas :)
@jadegordon @mc_frontalot i'm so glad you got to go! :),1.0,"[""i'm"", 'glad', 'got', 'go', ':)']",i'm glad got go :)
"#ff @womened @miss_wilsey @equitableed @lcll_director @nataliehscott @helenamarsh81 @blc_head34 

excited to meet with you all (or skype) :)",1.0,"['ff', 'excit', 'meet', 'skype', ':)']",ff excit meet skype :)
#fnaf4 has officially been released on steam! definitely excited to watch people play it! :d,1.0,"['fnaf', '4', 'offici', 'releas', 'steam', 'definit', 'excit', 'watch', 'peopl', 'play', ':d']",fnaf 4 offici releas steam definit excit watch peopl play :d
"@mehdi_mustafa @ali_syedraza 
rofl not going to happen, rest assured :d",1.0,"['rofl', 'go', 'happen', 'rest', 'assur', ':d']",rofl go happen rest assur :d
current mood af :-) http://t.co/yyoby5gbjq,1.0,"['current', 'mood', 'af', ':-)']",current mood af :-)
just know i know :-),1.0,"['know', 'know', ':-)']",know know :-)
@gardener_john ah. keep goin sweety! :-) :-) big hugs!x,1.0,"['ah', 'keep', 'goin', 'sweeti', ':-)', ':-)', 'big', 'hug', 'x']",ah keep goin sweeti :-) :-) big hug x
@chelsea_acker that's what we like to hear! lots of bubbles please! :-) #quacketyquack http://t.co/tucq8x8nye,1.0,"[""that'"", 'like', 'hear', 'lot', 'bubbl', 'pleas', ':-)', 'quacketyquack']",that' like hear lot bubbl pleas :-) quacketyquack
current mood af :-) http://t.co/tyzkvdkhqm,1.0,"['current', 'mood', 'af', ':-)']",current mood af :-)
@staybubbly69 yes! your amazing. keep going strong! your the strongest person i know! so proud of you! :),1.0,"['ye', 'amaz', 'keep', 'go', 'strong', 'strongest', 'person', 'know', 'proud', ':)']",ye amaz keep go strong strongest person know proud :)
"@liamjenkins21 hey liam, know of any sweet spot's around the barnstaple/bideford to stay for a few days? planning abit of a road trip :)",1.0,"['hey', 'liam', 'know', 'sweet', ""spot'"", 'around', 'barnstapl', 'bideford', 'stay', 'day', 'plan', 'abit', 'road', 'trip', ':)']",hey liam know sweet spot' around barnstapl bideford stay day plan abit road trip :)
@dued1_roblox  credits to rocro13glodyysbro :p,1.0,"['credit', 'rocro', '13glodyysbro', ':p']",credit rocro 13glodyysbro :p
@rickoshea we're hiring - maybe some of your public would like a job? :-) http://t.co/cgccbs1e6o,1.0,"[""we'r"", 'hire', 'mayb', 'public', 'would', 'like', 'job', ':-)']",we'r hire mayb public would like job :-)
@gang_ree my day was beautiful :d you? 2ne1 is good too ^^,1.0,"['day', 'beauti', ':d', '2ne1', 'good']",day beauti :d 2ne1 good
@cericneesh aspetti is good! i was boring and had chicken and chips for tea because my cupboards are empty. :d,1.0,"['aspetti', 'good', 'bore', 'chicken', 'chip', 'tea', 'cupboard', 'empti', ':d']",aspetti good bore chicken chip tea cupboard empti :d
@room9271 thanks... i post 1 every night... usually jamie and ian are there...  :),1.0,"['thank', '...', 'post', '1', 'everi', 'night', '...', 'usual', 'jami', 'ian', '...', ':)']",thank ... post 1 everi night ... usual jami ian ... :)
"""@fireddestiny21: #psygustokita i'm a huge fan of latin beauties :-) and queen kath is the asian latin version :-) http://t.co/bf7yfuqrpi""",1.0,"['psygustokita', ""i'm"", 'huge', 'fan', 'latin', 'beauti', ':-)', 'queen', 'kath', 'asian', 'latin', 'version', ':-)']",psygustokita i'm huge fan latin beauti :-) queen kath asian latin version :-)
@ceisoft thanks for the fave :),1.0,"['thank', 'fave', ':)']",thank fave :)
looking for fun? kik : vaing642 #kik #kikgirl #french #model #orgasm #hannibal #phonesex :) http://t.co/n9lbw0okb1,1.0,"['look', 'fun', 'kik', 'va', '642', 'kik', 'kikgirl', 'french', 'model', 'orgasm', 'hannib', 'phonesex', ':)']",look fun kik va 642 kik kikgirl french model orgasm hannib phonesex :)
about ready to rip these spacers out. :):):),1.0,"['readi', 'rip', 'spacer', ':)', ':)', ':)']",readi rip spacer :) :) :)
@sshinhyex see you never ya :))),1.0,"['see', 'never', 'ya', ':)']",see never ya :)
@scottwindsor22 same :),1.0,[':)'],:)
happy bday @emilybett! you are awesome. and thank you for the amazing felicity smoak! :) ❤👓💘,1.0,"['happi', 'bday', 'awesom', 'thank', 'amaz', 'felic', 'smoak', ':)', '❤', '👓', '💘']",happi bday awesom thank amaz felic smoak :) ❤ 👓 💘
1 in 100 children are psychopaths :),1.0,"['1', '100', 'children', 'psychopath', ':)']",1 100 children psychopath :)
@mexeen @frskyrroz spoile :),1.0,"['spoil', ':)']",spoil :)
awesome :-),1.0,"['awesom', ':-)']",awesom :-)
@ilanconscious my pleasure  :),1.0,"['pleasur', ':)']",pleasur :)
girls with dimples. :) http://t.co/nl6lkrie26 &gt;&gt; http://t.co/nzlj6swgij http://t.co/bmpfrjab2d,1.0,"['girl', 'dimpl', ':)']",girl dimpl :)
@heatherbwriter yes am still contemplating indie route :-),1.0,"['ye', 'still', 'contempl', 'indi', 'rout', ':-)']",ye still contempl indi rout :-)
@jocksafari another reason to love jsl :) see you there soon ;),1.0,"['anoth', 'reason', 'love', 'jsl', ':)', 'see', 'soon', ';)']",anoth reason love jsl :) see soon ;)
@drewharley67 @gerardbutler aren't you suppose to sleep by now? :-),1.0,"['suppos', 'sleep', ':-)']",suppos sleep :-)
"hi @stefaniescott i hope you're having a great time full of happiness :)
i love you ...76x",1.0,"['hi', 'hope', 'great', 'time', 'full', 'happi', ':)', 'love', '...', '76x']",hi hope great time full happi :) love ... 76x
@gzadarambler gotcha :),1.0,"['gotcha', ':)']",gotcha :)
"@kinagrannis @lawyermomiowa kina.  you are the best.. loves.  :) hi donna! :)

so great seeing you tonight!",1.0,"['kina', 'best', '..', 'love', ':)', 'hi', 'donna', ':)', 'great', 'see', 'tonight']",kina best .. love :) hi donna :) great see tonight
@zachatrocity the reachability + nc bug is still very much there!:p http://t.co/zvx09gx1k3,1.0,"['reachabl', 'nc', 'bug', 'still', 'much', ':p']",reachabl nc bug still much :p
@paradisecreated yup! should be really cool :),1.0,"['yup', 'realli', 'cool', ':)']",yup realli cool :)
thanks to everyone who came to the show and tipped :) http://t.co/fzhta3jenq,1.0,"['thank', 'everyon', 'came', 'show', 'tip', ':)']",thank everyon came show tip :)
jk i have lots of people to chat with so ha :-))))),1.0,"['jk', 'lot', 'peopl', 'chat', 'ha', ':-)']",jk lot peopl chat ha :-)
bitter is the waiting till s02e04 airs  #dominion :) https://t.co/gymitbeiac,1.0,"['bitter', 'wait', 'till', 's02e04', 'air', 'dominion', ':)']",bitter wait till s02e04 air dominion :)
"@aboelhassan_ you mean the naggy anal child? you don't want to keep that :p
happy birthday buddy",1.0,"['mean', 'naggi', 'anal', 'child', 'want', 'keep', ':p', 'happi', 'birthday', 'buddi']",mean naggi anal child want keep :p happi birthday buddi
it was nice seeing @goehringlet today at vidcon :),1.0,"['nice', 'see', 'today', 'vidcon', ':)']",nice see today vidcon :)
i was so anxious i was shaking and my dad was like calm down and then well apparently only 10:30 right :),1.0,"['anxiou', 'shake', 'dad', 'like', 'calm', 'well', 'appar', '10:30', 'right', ':)']",anxiou shake dad like calm well appar 10:30 right :)
"@brook_food @lisabrookfood @flourpowercity1 @philpottsltd kinda wish it was ""tipping down"" here in the smoke... but...good morning! :-)",1.0,"['kinda', 'wish', 'tip', 'smoke', '...', '...', 'good', 'morn', ':-)']",kinda wish tip smoke ... ... good morn :-)
can't date someone white. sorry. yo grandpa prolly wanna burn me. :),1.0,"[""can't"", 'date', 'someon', 'white', 'sorri', 'yo', 'grandpa', 'prolli', 'wanna', 'burn', ':)']",can't date someon white sorri yo grandpa prolli wanna burn :)
i will fulfil all your fantasies :) 👉 http://t.co/whkcoowh39 👈🔥 http://t.co/ubl93yssxf,1.0,"['fulfil', 'fantasi', ':)', '👉']",fulfil fantasi :) 👉
@eric_yeomans i stashed 3 of your closer-chasing specs in a league i am chasing saves...so yes...the walls have ears! :-),1.0,"['stash', '3', 'closer-chas', 'spec', 'leagu', 'chase', 'save', '...', 'ye', '...', 'wall', 'ear', ':-)']",stash 3 closer-chas spec leagu chase save ... ye ... wall ear :-)
@flacqua time for a bracelet? :),1.0,"['time', 'bracelet', ':)']",time bracelet :)
hi dark angel : mochamichelle :) wanna get iph0ne 6 for free? simply go check my bi0. thx https://t.co/mvpydn1fyy,1.0,"['hi', 'dark', 'angel', 'mochamichel', ':)', 'wanna', 'get', 'iph', '0ne', '6', 'free', 'simpli', 'go', 'check', 'bi0', 'thx']",hi dark angel mochamichel :) wanna get iph 0ne 6 free simpli go check bi0 thx
